Unnamed: 0,rating,userName,title,isEdited,date,review,developerResponse,sentiment
748,2,MacGyverDXS,Good app. Until today. Annoying audio ads.,False,2013-05-25 06:06:03,Launched the app today and got an overly loud and obnoxious audio ad for some hybrid mpg challenge. Not cool. I paid a subscription and still have to put up with ads? I'm dropping this app if they continue this crap.,,1
749,5,IUBstudent,So much better than the others,False,2013-05-18 21:17:16,This app beats the others.,,5
750,4,controllogic,Reasonably well written,False,2013-04-14 20:28:52,"It's a pretty solid app, just seems like the servers are probably a piece of $h!t though. App is stable but often can't connect correctly.",,4
751,5,Calfroper99,Great app!,False,2013-04-29 03:35:24,So long as you got pictures up you are good to go! Love it way better than grindr!,,5
752,4,jeckCA,Great explore feature,False,2015-06-08 12:43:38,This one could be better than Grindr. Not much users yet though,,3
753,5,Taco_Baron,Nice app,False,2013-04-11 07:26:15,Nice layout. I like that you can have more than just one picture up,,4
754,5,Andrew Scarbo,Amazing guys.,False,2013-01-09 23:10:39,So far this app works so much better then all the others.,,5
755,2,Splatter14821,Can't block harassing or report minors,False,2017-05-26 20:39:05,While updates are great I can't seem to find the block or report feature anymore. Lots of spam profiles and then harassing people. Security and underage people should be a priority in any app.,,2
756,1,Hassonny,Fix it pleas,False,2016-04-02 09:36:24,I have problem in this app I cannot open any profile I have 2 start from the first to reach to someone I hope u understand me I cannot choose the profile for the prison I wanna talk with I have to open the first profile and slid to reach to the rest profiles,,1
757,5,FDA Turk,Great,False,2015-08-28 21:22:36,The app is really good. Much better than other alternatives... Try it out you'll like it!,,5
758,5,aquariusemil,Nice app,False,2015-07-25 18:59:47,"Useful app, but not everywhere, I give u 5* cuz u deserve it, maybe find a way to advertise in areas where u r not well covered, i.e. Balkan countries",,4
759,5,Fraldolino Jeremias,Good before brazilians,False,2015-06-18 05:52:56,App is great; connection in Brazil is bad. Its not the app that delivers ur messages too late; its ur crappy internet that does it.,,2
760,4,I'mawesome689,This app is great but ...,False,2014-03-23 05:02:52,"Pros: 
There's a lot of cute/hot guys on here
App doesn't crash
Nice set up 
The people are friendly 

Cons: 
Most of the guys are in their high 20's or 30's. (Occasionally you find someone who's 20 or 21. 
You have to pay to see who checked you out which is a bad thing if you're not rich. 
Lots of dick pics (which I didn't mind, but other people might)",,3
761,5,el verano,I like it!,False,2015-03-24 23:20:18,"It works well. I don't mind the ads, I don't notice them. It's waaaaay better than grinder, and what the heck, it's free!",,4
762,5,tommy1369,This app is BOSS,False,2014-04-29 23:34:19,If you need a friend or someone just to go eat with. Look no more! It's way better then Grinder and Scruff,,1
763,4,FlyGuyDEN,What Grindr should have been.,False,2013-04-15 20:10:56,"This app made me leave Grindr. This is stable, easy to use, and well done. All it needs for a 5-star review is an iPad version. :-)",,4
764,5,Nekobutaosu,Pretty nice,False,2013-07-09 03:34:43,Gotten the feel of the app a bit. Definitely prefer this over grindr and such.,,4
765,5,Lunarprince21,Phenomenal,False,2013-05-09 04:37:05,I've met so many more good looking guys on this app than any other in a fraction of the time,,5
766,4,lifeasaTravis,Great social ap,False,2013-05-26 08:52:00,Not everyone on here is looking for the same thing. It's a great place to start chats with new people from a diverse and interesting pool of people across the globe.,,5
767,5,danleeworth,The best gay dating app!,False,2013-03-03 18:12:15,"I really enjoy using it and wouldn't really change a thing, free with no ads was a pleasant surprise.",,4
768,5,indigobeach,better than grindr,False,2012-08-21 04:27:10,Notifications working well. great app,,5
769,3,jimkim88,I like it a lot,False,2011-12-02 06:05:55,"I like the app a lot, it is much better than Grindr I feel like, the only issue is that NOONE is ever online. If everyone started using Hornet instead, it would be so much better.",,4
770,5,AdityaGagaSuxx,Best app!!,False,2017-02-10 01:18:26,You'll love this app!! Especially when you got a premium account 👏,,5
771,5,Jd2587****,Love it!,False,2016-04-24 18:10:14,App works really well. Better than Grindr and Jack'd. Seems like plenty of guys use it. What's not to like?,,5
772,3,Orphius33,All music apps shut off.,False,2016-02-26 11:50:37,Not sure why this happens but every music of audio app I've got playing shuts down when logging in.,,2
773,2,ComradeRoger,Almost unusable,False,2014-05-22 11:05:02,I get the need for advertising but the constant leaving the app and switching to the App Store is rather annoying. Kind of hard to do anything in the app when you get kicked out all the time.,,3
774,5,SMT ,Love it!!!!,False,2014-01-03 00:22:27,"This is a great app and the guys tend to be ""higher quality"" looking for more than just hook ups.",,5
775,3,Spyrl,So slow!,False,2013-08-17 19:36:04,This app operates so slowly. It's a bit frustrating waiting for a profile to load but overall a way better app than Grindr.,,4
776,2,Elconbate,Review,False,2013-05-31 03:48:47,"2 stars, that's it. Constantly slow, drops, and then gets stuck... Then works like well for a while and back again being slow, drops,etc.. You get the picture..",,2
777,3,salsalover72,Hornet,False,2013-05-29 13:10:05,"It takes awhile for the site to open, and when I'm indoors elsewhere it's really slow too!! Needs some fixing up really bad that's why I have it 3 stars!!!",,3
778,4,jwfrank85,So far so good,False,2013-04-06 13:34:39,"I like that you can have more than one picture on your profile, unlike Grindr.",,4
779,5,Having fun from Hawaii.,Great app!,False,2013-04-25 06:11:42,"Much more versatile than the other gay social apps. More pic options. Like any social app, this is what you make of it.",,5
780,4,Clam connoisseur,Good layout,False,2013-01-15 14:38:31,Efficient usage of space with in the app.  Less crashes than other social apps.,,5
781,5,Kalamazpi,Good app,False,2013-04-05 11:54:27,"Like the ""drop yourself anywhere"" feature",,4
782,2,Trinity1650.,Slow,False,2013-03-20 15:27:32,"Won't save my filter preferences. Had to create my profile twice before it showed anything. Options are there but not usuable without paying. Too 'busy', not a big fan. Same guys as grindr",,2
783,5,Aphat,Better than Grindr,False,2013-02-04 14:31:32,Needs more people to catch on.,,3
784,4,BradTheEnd,It's ok,False,2012-06-19 19:08:52,Wouldn't mind if it let you have a few more options like better filters,,3
785,5,euroloverSF,Really awesome app,False,2012-11-25 04:40:28,Totally better than the competition ever was! Great UI. Populated. Full of features. Don't skip this one.,,5
786,2,kMaNia244,No good on iPhone 5,False,2012-10-31 22:08:10,"App usually works well but is messed up on the new iPhone 5. Things overlap, pics are hard to send, and sometimes can't even type! I thought this was supposed to be better than Grindr...",,3
787,5,Tarradata,Great app,False,2012-06-30 16:29:58,Really nice app. Wish it had the traction that Grindr has for it has better features,,4
788,3,Potz72,So-so app,False,2012-06-26 14:35:07,I still think Grindr is way better. Biggest complaint I have is that you can't see yourself in the grid when you're online.,,3
789,4,Mt.Hiker,Great app has the potential to be better,False,2012-05-12 01:54:58,"Functionality and concept is excellent, although app tends to crash",,4
790,4,Hvasquez,Better than all the others,False,2013-10-11 21:01:40,Better than grindr,,5
791,2,Adrian456,Could use more local,False,2012-02-17 00:05:49,People in my area.... Really? Only one person who is gay who lives 18 miles away that is in Texas everyone else is 100 plus miles away..... The other apps I get up to 67 plus Locals that are gay bi trans lesb.. Come on now,,1
792,1,Jeremy Matthew Duong,Okay,False,2017-07-10 01:17:55,"Needs to fix its notifications cuz it still sends me notifications after I read my messages and all that

Update: July 9th, 2017... it getting worse, people send me photos and they won't even upload or nothing. I have now downgraded from 3 stars to 1 star.",,1
793,1,LoneWolfpack.exe,"Congratulations, you are now Grindr!",False,2017-01-19 06:05:59,"Hornet has officially become the new Grindr!  Congratulations!  They are now infested with bots.  So awesome!

Usernames?  That's dumb.  What was wrong with the profile names we used?  Just a bloated, junky app.  Keep it up Hornet.

They're doing multiple ""updates"" to bury negative feedback.  Way to go Grindr!  I mean, Hornet!  I guess I do mean Grindr... 😒",,1
794,3,Ajsalls93,It's ok,False,2014-09-07 16:59:36,"The layout of the app is great, and the layout of the profiles are very easy to read, but if you close out it out of multitasking, it deletes you profile info except your name.",,3
795,3,Sinned_dennis20,Hornet is on trouble...,False,2013-07-21 22:35:01,"In my situation the app takes time to open. Only appears the app logo...hornet is a nice app, way nicer than grndr or pr. But please, fix this bug...thank u hornet. Please please new update please because im javing trouble with your app...",,2
796,3,Jmb_62,Good app,False,2013-06-07 00:14:40,A user friendly app for seeing who's around & making friends. A few light bugs but they seem to be working them out.,,4
797,5,Hch113,Like it,False,2013-04-29 17:10:09,"Better than Grindr. More options, hotter guys, no glitches so far.",,5
798,2,KJA506,Very slow,False,2013-06-04 17:15:30,App takes forever to load anything. It's frustrating. Perhaps they should work on polishing this app and making if AppStore quality before they continue,,2
799,5,isaiahr,Love it,False,2013-04-10 05:15:46,Better than Grindr in many ways,,5
800,4,Imcobblestoned,Potential,False,2012-03-28 01:23:02,"Ultimately it's a really good app, but there's a lot of bugs. Once they work them out it'll be the best.",,3
801,5,gay.gamer,Nice update!,False,2013-02-20 21:05:56,"Awesome app!!  Like the premium features--thanks for listening!

Highly recommend!",,5
802,3,EricValverde,Pretty good but needs to fix the glitches!,False,2012-05-17 20:55:31,Everything you would want in grindr. It just need to be fixed on some things,,4
803,4,Usudjdhixjd,Music,False,2016-02-08 21:30:04,I'm always listening to music but now when I open the app my music cuts off. Help out a music lover.,,2
804,3,Anthyr 111,Good app,False,2016-08-05 11:06:32,"It's a good app, but my only problem is; why you guys from hornet team. Don't give us a free trial of 'hornet premium'. By doing this we would see if it is worth to buy the premium or not.",,3
805,4,Drunkies,Good,False,2014-10-18 00:56:02,I like this app. I've never had any problems with it and I like the private/public photo option.,,5
806,1,MuzzacLover,Too much porn/NUDITY,False,2015-02-14 07:42:29,Police ur self up - too much nudity (that is not in the private/locked areas). This app is accessible to anyone on iTunes. Keep this app clean. I don't know why it's so hard for u Hornet to keep the filthy pictures out (blocked). And these are not artistic/artsy fartsie pics/plain nudity that I'm talking about either.,,2
807,4,blarbd,Nice,False,2014-07-13 22:32:48,Sometimes glitchy but overall easy to use,,4
808,4,HAUSOFBRENTLY,Wifi issues,False,2013-05-16 22:54:42,Love the App! Best gay app out there. However doesn't always work with wifi connections.,,4
809,1,Damonstefan7264,Too many problems,False,2013-12-08 15:02:27,This app has given me nothing but trouble and been having issues but no way to give feedback cause the feedback button on the app seems to be disfunctional. So how the hell do I solve this technical problem? Don't download this app,,1
810,4,Cirej25,It's good,False,2013-04-07 23:48:51,But it needs more users in your particular area. I'm getting messages from people thousand miles away ughh,,3
811,5,Jcarapinha94,Really Great app,False,2013-05-03 03:21:19,Really fast and really easy to use. Not going to complain about it.,,5
812,4,Buck Naykid,Near me?,False,2012-02-11 17:37:39,Pretty great app. Could be MUCH better with sorting the guys who are actually nearby and not 1000s of miles away though. ;),,4
813,3,Bo The Musical,Very glitchy,False,2013-02-16 12:47:47,Chats are all in the wrong order and was told I was suspended after an hour of registering. I do like the multiple pictures though.,,2
814,5,panyaphon phiphatkunarnin,Love hornet.,False,2012-05-31 09:48:26,Love it. Rich and lot of feature. Easy and find more guy. Keep work hard.,,5
815,2,Jason Haas,Fix the bugs and...,False,2012-05-21 18:30:50,"... I'll gladly evangelize for this app. Constantly crashes when browsing profiles. At best, Hornet will give the other location-based a run for their money. Great features and very user-friendly.",,2
816,5,Joshua Deck,Great App!!,False,2012-05-15 22:29:28,This app is way better than GRiNdr. it will be even better hen it gains in popularity and there are more local guys.,,5
817,4,ChrisAndersonTN,Great app,False,2015-11-15 13:28:24,Excellent app works without any bugs I've seen. Just wish there were more guys on it. It is growing though.,,4
818,2,ETQ8,Crashapalooza :-/,False,2011-11-29 05:13:35,"Worked great for the first day I had it. Then I spent 2 days trying to open the app but it continuously crashes before it's even opened. Once they work out the kinks, Hornet will be amazing and so much better than Grindr!",,2
819,1,Ewerton Garcia,Spam and more spam messages,False,2017-04-29 01:02:54,Lately I am getting a lot of spam messages from fake profiles who attempt getting me to sign up for services outside the app. I keep blocking those but more keep coming. Haven't found a solution from the support to this threat,,1
820,4,Sexy_kitten,Good features,False,2013-08-28 08:16:33,"Nice features but experience frequent keyboard issues that require restart!

[Opted to ""create a profile"" since I was buying a new phone. This actually created a blank profile and barred access to my old one. All of my chats/favorites are gone!]
---------
Update 2013
Still a little buggy but nothing serious. Good app.",,3
821,3,FRANKYCG75,There's a glitch going on,False,2015-03-18 22:12:58,Thank God I'm not paying for the app cause I haven't been able to log in due to a glitch that's been going on for days now.,,1
822,5,Carp94,Better than grindr,False,2014-07-30 00:24:29,"Awesome app, guys, photos, even worth the subscription :)",,5
823,3,Armas78,"Good app, same faggs",False,2013-12-02 15:37:57,"The app works fine, but all you see is the same guys you find on any other app. Same faggs no one wants to date or can't keep a relationship.",,3
824,4,Siros,Interesting app,False,2012-01-30 14:18:23,"Has a few nice new features, and more and more people are joining.",,4
825,3,Blah86846,Profiles,False,2013-05-11 16:28:47,Since the newest update I haven't been able to see profile pictures.,,2
826,3,wamer jammer,Cool app,False,2013-04-16 23:32:15,I like the app but would like to see a small change. Anytime you get a message you get an alert not just when the app is closed.,,3
827,5,danimek,Great app!,False,2013-04-01 11:38:00,Nice. It's like grindr and jackd combined. The only negative thing is it shows all the hotties too far away from me!!,,4
828,4,DaJonRB,It's Useful,False,2015-03-02 02:24:55,Honestly there is lots that it doesn't have but it has what others don't.  Enough said,,3
829,2,Trifish,Not ready for prime time,False,2011-11-19 20:05:54,"Usually can't open, crashes when it is open.   Clearly not ready for release!   Too bad as it seems like a good app if it is ever working....  Mistake for releasing too early.  I'm just gonna move on!",,1
830,5,7celo,Love it!,False,2015-07-27 02:40:30,"Could use more different fields to fill, but it's still the best one around",,4
831,1,Mark Strube,Too much advertising,False,2015-03-19 17:23:19,"This was one of the most solid dating apps up until now. Now you must click thru an ad EVERY TIME you want to look at someone's profile. Too much. There's plenty of decent dating apps out there with large user bases, I'll be moving on.",,5
832,4,xTremCramer,Like checking out the pics!,False,2014-11-08 02:16:14,"Pics load fast, refreshes well & lots of fun!  Plenty of ppl on & usually willing to share, lol :)",,5
833,4,JaRoKelly,Great app,False,2013-07-06 02:23:24,"I do love Hornet. Better than the others in many ways, plus way more guys use it, so that's a plus.",,5
834,1,Jonster112992,One issue,False,2014-10-29 00:31:15,"All this app is, is people asking me to see my private pics. It makes it unusable. And when I do want to send someone my private pics it's such a hassle to find mine through all my other pics in my phone. You can't win.",,1
835,5,Anongular,My go to app.,False,2014-10-21 09:45:09,"Love the interface, easy to use and easy to meet guys.",,5
836,2,Dustie Lee,Buggy functionality,False,2014-09-04 15:35:29,The app is cool overall but poor functionality. It doesn't maintain profile statistics such as stats and won't update my profile information.,,2
837,1,MattPierre,Loved it! But suddenly crashed. FIX IT!!,False,2013-09-08 01:22:27,"This app is way more fluid and user friendly then grindr. It also has a much better system with seeing more photos! They need to fix the bugs and a message that says ""invalid credentials"" when opening the app.",,2
838,5,David McCusty,Awesome,False,2013-07-30 04:27:21,"Way better app than grindr and jackd, but not as popular - yet! Download it and get everyone to convert :)",,4
839,4,Irksome1,Excellent App,False,2013-02-17 19:45:28,"Generally good app; easier to meet people from far away, though nearby can sometimes be wonky.",,4
840,4,Syamslash,Nice and easy to use :),False,2014-11-23 12:00:35,Its not that hard to use this app. Much better than grindr if you ask me.,,5
841,5,ryanjrose,Easy to use,False,2012-10-01 19:14:38,"No ""account"" required which is really nice.",,3
842,5,victornunez99,Gay IPhone App of the year!!!,False,2011-10-29 18:36:53,I find it super-entertaining and so easy to navigate; I give Hornet two Victor thumbs way up!!,,5
843,5,Jonathan'sapp,Meet new folks,False,2015-11-10 13:49:57,Great app meet cool people and share pics nice format easy to use.,,5
844,1,MD 1111,Seriously Flawed,False,2015-08-22 01:52:40,"One of it's features alloes anyone, anywhere, to find you, not just people nearby. It can be used to triangulate your position in a few seconds with minimum effort. For privacy concerns, I give it a 1 star. Otherwise, if privacy is not your concern, it's fine.",,4
845,4,Richmon Ranches,Not Working,False,2013-07-20 10:10:41,"I can't access on my app all I can see when I open it, the Trademark and Logo only displayed on the app.",,1
846,1,Cloverrrrrr,Seperate regions?,False,2014-11-11 04:27:22,"I don't really want to waste time deleting all the requests I get from 8,000 miles away. It's becoming a daily thing, I get spammed from people on the other side of the planet whom I will not be traveling to socialize or date. Different regions would help cut down on spam in take.",,1
847,1,NateDies,Distorted profile pic,False,2014-11-06 05:13:31,"Won't touch this app because it can't upload a profile picture correctly. Distorted my picture vertically. When image is everything, if I can't trust the app to make me look good (or even look real) then I'm not interested.",,1
848,4,RiiCky1993,Simple,False,2013-04-15 03:43:29,Very simple app no craziness. It takes a min to load the conversations though,,4
849,5,UCRAMV,Better than Grindr.,False,2013-06-22 01:31:36,Please put grindr out of business with your awesome app.,,5
850,5,Rayray19990,Hornet,False,2013-05-06 21:47:40,Very good website and have already made friends :),,5
851,5,zxdang,Easy to use,False,2013-05-06 17:38:59,Better than grinder,,5
852,4,TeeJay_Cole,New Guy,False,2013-02-05 14:43:00,"I just got this app like 20 mins ago, so I don't really have a detailed review yet. But as far as I can tell, seems to be a pretty cool app(;",,4
853,3,lolzkrizlolz,Potential,False,2013-06-15 14:01:08,There is so much potential but there are so many bugs that it makes the app intolerable at times.,,2
854,2,Kingdomhearts256,It's ok but,False,2017-07-11 12:50:13,The pictures aren't loading at all I've gotten like 4 messages already and none of them load the pictures please fix this soon,,1
855,5,Nucci 627,GREAT APP,False,2017-04-18 00:14:56,This app is a great and safe way to start relationships. The amazing features of this app prove how VGL is the best dating app for guys. Do your self a favor and get the app! :),,5
856,1,Uchuujin 12345,Avoid this version!,False,2015-12-16 21:02:23,"Avoid this version! When they say ""updates"", what they really mean is they added huge big advertisements right in the middle of the list. Other than that, there's no change at all.",,1
857,5,SnkOzz,Nice meeting app,False,2014-12-27 23:36:30,Hornet has become in a nice app for looking up for friends and dates. Recommended to you all fellow gay buddies :),,5
858,5,Joei*,Im serial,False,2013-10-03 23:12:27,Much better than grindr wish id found out sooner,,5
859,5,Walleynatorrrrr,Best gay app!,False,2013-09-11 00:30:43,"I prefer this app over Grindr, Scout, and Jack'd. The interface is easy to use, and I've met some really cool guys on here.",,4
860,4,Jorge A Bravo,So far very good!,False,2013-04-06 23:40:18,"Looks like this app can give Grinder a ride. Just needs sound, way to save phrases and it will be great!
Job well done!",,5
861,5,*Jay Bro*,Amazing this is the best out there. The best!,False,2013-06-09 07:10:56,This is the best new app. It's like the other ones on steroids w tons of options,,5
862,5,Adictive24,Hornet,False,2013-04-16 01:29:28,Not bad just started using and it works fine to me,,4
863,4,Rafahell,Really nice,False,2012-05-30 18:55:00,"Really good! You also see on specified region areas! But still need some improvements, specially on battery usage.",,4
864,5,Matthew Viano,App,False,2013-04-04 09:47:33,Great ap better then most of the others out there,,5
865,5,DiabloJRV,Nice,False,2012-11-17 23:08:32,"Good app, works well and responses are quick. Way better than Grindr",,4
866,5,antonio.u.clavijo,Better than grinder,False,2012-09-07 20:11:24,I like this app better than grindr,,5
867,4,Master_Potato34,iPad,False,2013-09-02 20:53:32,"I love this app on my iPod but it won't ever run on my iPad. Since I usually have my iPad on me more than my iPod, it's a major inconvenience. Please fix this!",,2
868,5,Ákos108,Fun,False,2016-04-15 00:35:45,"I like it, better than others",,4
869,5,Miami King !,Better then grindr,False,2014-08-15 01:39:57,Has more to offer then grindr,,3
870,1,CKentE,Always crashing and ads on premium membership,False,2013-12-09 00:59:44,"It seems to crash every other day. Plus, I have a premium membership and it started showing me ads when they weren't supposed to be any with premium.",,2
871,4,wyx85,Better than grindr,False,2013-04-19 10:43:02,Push works so you won't miss anything.,,4
872,3,Gayyyyyyyyyyyyyyyyyyyyyyyyyyyy,Pretty good,False,2013-05-24 13:38:06,The app itself is pretty good but the issue with the server needing to constantly be updated needs to be fixed. It's really annoying.,,3
873,5,Gato5521,Better than Grindr,False,2013-05-21 05:47:40,Way better,,2
874,5,Aditya Kumar,Hornet > grindr,False,2013-05-13 01:43:04,Just wish it had more people using it.,,3
875,4,KrazyXDJ,Decent,False,2013-04-11 04:44:31,Pretty decent.  Doesn't limit the amount of people you can view.,,3
876,5,Devereux_r,Awesome!! 😁,False,2013-04-13 04:29:47,"I'm really happy that I used this app, I have found the perfect guy for me, and it's all thanks to Hornet! ☺",,5
877,5,PhilipRhys,"About 1,000 times better than Grindr.",False,2013-04-11 17:03:30,"Seriously. Boys, come over here. Forget grindr.",,1
878,5,DubaiDude3,Everyone switch to this!,False,2013-03-15 17:03:46,It's FAR better than Grindr or Jack'd,,5
879,5,Fletchy Music,Better than Grindr,False,2013-02-24 16:14:49,This is much better.,,2
880,4,Sf10987,Improving!,False,2012-12-16 04:44:17,Catching up to the competition with better layout and a lot more photo options. Awesome.,,5
881,1,Gan596,Seriously?? -_-,False,2013-02-15 04:24:05,"Downloaded this freaking app 3 times in an attempt to be fair, but no matter how many times I download it the stupid thing doesn't even start properly. Just sits on its startup screen and doesn't go anywhere. Waste of time and battery.",,1
882,4,Joe Lyle,Horn-it,False,2012-08-28 15:31:22,New to the app but still like it more than grindr. Enjoying the explore feature too. Oh! Sorry I gotta go back to horn-it bye!,,4
883,2,Purchaser,Not so great,False,2012-09-12 14:00:19,"Lots of people but sorting is off.  When in nearby tab it includes people that are not nearby, try 606 miles or more away from you.  Plus there are few online and no one responds (fake profiles?).",,2
884,4,Mattyas19911110,Bugs,False,2016-01-02 04:33:21,"Sometimes doesn't work correctly,I can't see new guys around me....;(((
But not bad at all!👍",,3
885,5,New York fun #1,Great,False,2012-06-01 03:06:19,"It is a very good app, it just crush to much, try to fix it and it will one of the best app.",,5
886,5,Ricky Smile,Better than Grindr :),False,2012-03-05 17:23:15,It is better than Grindr.,,5
887,3,Charlie73ri,Its alright,False,2017-06-18 00:25:36,I've talked to some cool guys  but the app has a lot of phishing ads too. I always get notifications but no actual chats i can see. Its still a good app i'll keep it,,4
888,2,D.R.saychiilife23,I don't like it!,False,2017-05-03 01:49:37,Because they keep tell me URL link. I don't believe it fake identity! Time delete and report and block often so I quit hornet is not great. You need fix it or close hornet throw trash! I sorry. I am not happy for this.,,1
889,4,Tama131313131313,Cover girl??? What the hell???,False,2014-03-16 19:06:31,great app but what the hell is with the popup cover girl add that does not go away??? Also could use some more filters,,4
890,5,radioguy1525,Great App. No doubt about it.,False,2015-01-04 08:55:55,"Great app !!! 5 stars all the way !!
Much better then many other gay social apps.",,5
891,5,Tuttlejames,Good app,False,2014-12-21 23:34:36,Easy to see who is in the area around you. Like the private opition.,,4
892,3,abrcrombiestud23,Good but...,False,2014-07-03 17:55:19,"Sometimes the messages don't show up, or show up multiple times. Also icons in app sometimes aren't there.",,2
893,4,ShaneMontgomery,Great App,False,2013-01-06 13:48:43,"Works as promised, few crashes or known issues like the other ones.",,4
894,3,Smurf321,Crashes,False,2013-05-27 21:22:53,"Frequently crashes. However, like other reviews, when it's working it is very good.",,3
895,5,Josh Dulaney,Facebook recommended,False,2013-05-09 03:48:50,Love how it sends me notifications unlike grindr,,5
896,5,POZ who we love,Date,False,2013-03-17 22:03:00,Great to have this site because people here care about people with HIV and POZ,,5
897,4,Chadwik,Good clean app,False,2017-08-04 23:36:07,Not like all the other gay apps that are notorious for selling your body. This one means more & accepts better people in my opinion.,,2
898,5,tatocru,Good,False,2012-11-23 20:20:14,Its is a good Application just need that more people use it for being totally successful,,4
899,5,Aussie_boi9499,Enough said,False,2012-05-18 22:29:32,Look at the stars,,4
900,4,JustMe. ,Love it so far!,False,2013-06-02 16:49:45,"One little complaint, same as the others, app is a tad slow!",,3
901,1,iMaksim,No push notifications anymore :(((,False,2015-04-13 21:37:02,"Push notification doesn't work after last update. And it's not only for me. All my friends have the same problem. Please, fix it.",,1
902,1,ddbean,What's with the Adbots?,False,2015-01-28 06:52:35,Why am I now getting all these Adbots from stupid profiles that don't exist? Figure out a way to stop it and block it or this app will be deleted. It's a four star app without that problem but I can't give it four stars as it is right now.,,4
903,5,Mahidubai,The best,False,2014-12-12 11:40:59,Nothing better than this out there !!,,5
904,2,Zomboiyy,No longer available?,False,2014-09-03 02:31:24,"When i try and download it , it says this item is no longer available",,1
905,5,Mario NYC,Great app,False,2014-02-05 14:19:20,Hornet is way better than Grindr. Period! We need to make it more popular.,,3
906,1,Daburd man,Crashes constantly!,False,2013-12-10 10:44:17,"It's set up fine, the idea is good, but guys, can we make an app that doesn't crash every single time you try to look at a profile? That's the ONE thing you have to do have a successful app, it has to work.",,3
907,1,Lgztztizirz,"Was great, not so much anymore.",False,2013-10-25 03:56:15,"This app was an amazing app, then that all changed when the ads attacked. If there has to be so many ads, then the least that the developers could do is make it usable after the rampant ads go away.",,2
908,5,halfwindows,Great more pics,False,2013-10-10 22:23:50,Better than grinder,,5
909,5,Kopshopper,Great app does drain battery,False,2013-08-08 02:37:50,Probably one of the best social media apps I have used.  Lots of fun.,,5
910,4,Hornet>Grindr,Heyyyyy,False,2012-06-04 02:13:11,Pretty good app. Wish that there weren't as many technical issues and that there are more people.,,4
911,3,Matt man87,Great app with a few bugs,False,2013-04-09 03:44:50,Doesn't show new messages all the time and messages disappear as well as whole thread,,1
912,1,KyleWolfpac,Slow and sad,False,2013-04-01 15:52:41,"This app had high potential, but the system is so slow, push notifications are sometimes days behind if at all.  Messages disappear more frequent than not and its just not a well rounded app.",,2
913,2,OrionOSF,Fake and pic collector heaven,False,2013-03-17 16:27:33,One day and 90% of the messages I've received are hearts and private pic requests local and from far away.  Those two features are pushy and impersonal and provide cover to fakes and pic collectors.  They do not inspire conversation.,,1
914,5,Alkenny2011,My ratings and what I think,False,2013-02-19 11:25:36,I really like this app it is wonderful,,5
915,4,Apple poster child,Good,False,2015-05-17 02:55:43,So far so good. Messages are a bit glitchy but nothing an update can't fix.,,4
916,5,Neurotiko,Buck sent me :),False,2011-12-15 09:26:48,Great App! Easy to navigate like the interface,,5
917,3,TehDevvi,Looks very promising,False,2011-11-13 20:55:22,"Has many things grindr doesn't.
But hurry along with making it available to everyone please!",,4
918,1,Smoore440,Scammers Scammers Scammers,False,2017-07-19 04:03:17,"Apparently there is a little town in Ghana with a LOT of white people who work for the US Marines who very nice guy want be very sweet to you and make love all night please send pics.  Please be at airport when I come home from Afghanistan. 
Oh, please send gift card.  HAHaha.  
Yeah, seriously..... this sight is 80% Scammers.",,1
919,5,inertialduke,Great app,False,2016-05-26 17:27:34,Great user interface. Higher quality guys than grindr.,,5
920,4,Soy_Phil,Great and getting better,False,2013-12-28 16:37:14,"Great and getting better, but seems to be hit by scammers pretty often",,4
921,1,Dr.Eagle2089,Last update messed up my profile,False,2014-09-04 13:14:15,"The last update seems to have messed up my profile. For some reason, it shows me as a new user, with my regular profile next to the blank one.",,3
922,2,~$t3v3,??,False,2014-05-23 02:31:10,What's up with this update? My 'about me' section is completely cut off and I keep having to re-upload my pictures because they white out,,1
923,4,MattMike74,Great,False,2013-07-22 10:13:34,You just have to pay to see who checked you out,,1
924,2,jucyd,New Ads on Hornet,False,2013-12-15 01:09:09,"New update means you are pestered with ads all the time!!
When you log in, you are directed to a browser page for ads. 
Completely ruins and frustrates the use of this app.",,1
925,5,S-Medic,Review,False,2013-11-03 22:07:40,"I enjoy using Hornet, not just a hook up deal, minus the ads, 100% quality!!",,5
926,2,Expo34,"Very Buggy, Crashes , and Slow",False,2013-08-27 01:06:50,"Very Buggy, Crashes , and Slow.
But I do like the Multiple picture profiles and the men on it. Wish the app was better.",,2
927,3,zervelis,The best,False,2013-08-26 00:06:56,"No mistakes, no errors and you could check from all over the world really really quickly and with a great accurancy. This is the revolution,... Goodbye to the others,....",,5
928,4,RahRahh96,It's okay,False,2015-01-27 22:40:15,Good app but sometimes it deletes chats out of nowhere and they should have a way to search a user.,,3
929,5,Typical_day,Love it,False,2013-03-17 20:29:51,Great to see a even easier and nicer UI than other competitors.,,5
930,1,rpt777,beware of the subscription as you will be sorry,False,2017-02-02 23:35:47,"any ap that auto renews every month without giving you the op-out of renewal is basicly a SCAMMMMM.
you can only cancel the renewal within the last 24 hours or you get charged again.

In the first place you  get little for the subscription that is not on the free part, and then they try to cheat you into paying every month.

Beware of phishing  scams to send you a pic to open. And then try to hack you.",,1
